rep_id,timestamp,qw,qx,qy,qz,roll,pitch,yaw,ax,ay,az
6,0.0,0.62,0.48,0.5,-0.35,83.84,75.51,9.82,-0.95,0.23,0.03
6,0.025,0.62,0.48,0.5,-0.35,83.8,75.53,9.79,-0.94,0.23,0.02
6,0.05,0.62,0.48,0.5,-0.35,83.8,75.53,9.79,-0.93,0.24,-0.02
6,0.075,0.62,0.48,0.5,-0.35,83.81,75.54,9.8,-0.93,0.24,-0.02
6,0.1,0.62,0.48,0.5,-0.36,83.83,75.55,9.79,-0.92,0.24,-0.0
6,0.125,0.62,0.48,0.5,-0.36,83.8,75.58,9.74,-0.91,0.25,0.02
6,0.15,0.62,0.48,0.5,-0.36,83.77,75.6,9.77,-0.93,0.25,0.01
6,0.175,0.62,0.48,0.5,-0.36,83.77,75.61,9.8,-0.96,0.24,-0.0
6,0.2,0.62,0.48,0.5,-0.36,83.77,75.61,9.8,-0.96,0.24,-0.0
6,0.225,0.62,0.48,0.5,-0.35,83.74,75.62,9.81,-0.94,0.24,0.02
6,0.25,0.62,0.48,0.5,-0.35,83.69,75.62,9.8,-0.93,0.22,0.01
6,0.275,0.62,0.48,0.5,-0.35,83.71,75.59,9.78,-0.92,0.24,-0.0
6,0.3,0.62,0.48,0.5,-0.36,83.72,75.58,9.74,-0.93,0.26,0.01
6,0.325,0.62,0.48,0.5,-0.36,83.73,75.57,9.73,-0.93,0.23,0.01
6,0.35,0.62,0.48,0.5,-0.36,83.75,75.56,9.7,-0.91,0.25,0.02
6,0.375,0.62,0.48,0.5,-0.36,83.79,75.56,9.72,-0.93,0.24,-0.01
6,0.4,0.62,0.48,0.5,-0.36,83.78,75.54,9.63,-0.93,0.25,0.0
6,0.425,0.62,0.48,0.5,-0.36,83.78,75.54,9.59,-0.92,0.25,0.01
6,0.45,0.62,0.48,0.5,-0.36,83.77,75.54,9.56,-0.93,0.24,0.01
6,0.475,0.62,0.48,0.5,-0.36,83.77,75.54,9.56,-0.93,0.24,0.01
6,0.5,0.62,0.48,0.5,-0.36,83.79,75.55,9.57,-0.93,0.25,0.0
6,0.525,0.62,0.48,0.5,-0.36,83.75,75.55,9.53,-0.93,0.25,0.01
6,0.55,0.62,0.48,0.5,-0.36,83.7,75.55,9.52,-0.92,0.25,-0.0
6,0.575,0.62,0.48,0.5,-0.36,83.62,75.54,9.49,-0.93,0.22,-0.02
6,0.6,0.62,0.48,0.49,-0.36,83.38,75.51,9.22,-0.92,0.27,0.02
6,0.625,0.62,0.48,0.49,-0.36,83.06,75.49,8.87,-0.93,0.24,0.01
6,0.65,0.62,0.48,0.49,-0.36,82.8,75.51,8.6,-0.96,0.3,-0.02
