rep_id,timestamp,qw,qx,qy,qz,roll,pitch,yaw,ax,ay,az
3,0.0,0.63,0.47,0.5,-0.34,81.11,74.85,9.99,-0.94,0.25,0.01
3,0.025,0.63,0.47,0.5,-0.34,81.08,74.83,9.92,-0.93,0.26,0.02
3,0.05,0.63,0.47,0.5,-0.34,81.08,74.83,9.92,-0.93,0.26,0.02
3,0.075,0.63,0.47,0.5,-0.34,81.05,74.84,9.89,-0.92,0.26,0.03
3,0.1,0.63,0.47,0.5,-0.34,81.0,74.85,9.86,-0.94,0.23,0.01
3,0.125,0.63,0.47,0.5,-0.34,80.97,74.86,9.81,-0.93,0.25,0.03
3,0.15,0.63,0.47,0.5,-0.34,81.02,74.88,9.82,-0.93,0.27,0.02
3,0.175,0.63,0.47,0.5,-0.34,81.02,74.88,9.82,-0.93,0.26,0.02
3,0.2,0.63,0.47,0.5,-0.34,81.03,74.91,9.81,-0.93,0.26,0.02
3,0.225,0.63,0.47,0.5,-0.34,81.02,74.94,9.82,-0.91,0.25,0.02
3,0.25,0.63,0.47,0.5,-0.34,81.05,74.97,9.81,-0.93,0.24,0.02
3,0.275,0.63,0.47,0.5,-0.34,81.01,75.0,9.78,-0.94,0.25,0.03
3,0.3,0.63,0.47,0.5,-0.34,80.94,75.01,9.71,-0.93,0.27,0.02
3,0.325,0.63,0.47,0.5,-0.34,80.94,75.01,9.71,-0.93,0.25,0.02
3,0.35,0.63,0.47,0.5,-0.34,80.89,74.99,9.63,-0.93,0.25,0.02
3,0.375,0.63,0.47,0.5,-0.34,80.79,74.96,9.51,-0.92,0.26,0.03
3,0.4,0.63,0.47,0.5,-0.34,80.67,74.93,9.39,-0.92,0.24,0.02
3,0.425,0.63,0.47,0.5,-0.34,80.52,74.9,9.19,-0.93,0.24,0.02
3,0.45,0.63,0.47,0.5,-0.34,80.37,74.87,8.96,-0.93,0.26,0.05
3,0.475,0.63,0.47,0.5,-0.34,80.19,74.88,8.79,-0.92,0.25,0.01
3,0.5,0.63,0.47,0.5,-0.34,80.11,74.9,8.71,-0.92,0.23,0.01
3,0.525,0.63,0.47,0.5,-0.34,80.06,74.91,8.6,-0.92,0.25,0.03
3,0.55,0.63,0.47,0.5,-0.34,80.06,74.91,8.6,-0.92,0.25,0.03
3,0.575,0.63,0.47,0.5,-0.34,80.07,74.91,8.52,-0.93,0.24,0.03
3,0.6,0.63,0.47,0.5,-0.34,80.09,74.91,8.41,-0.93,0.26,0.01
3,0.625,0.63,0.47,0.5,-0.34,80.13,74.91,8.32,-0.93,0.27,0.02
3,0.65,0.63,0.47,0.5,-0.34,80.22,74.92,8.31,-0.93,0.27,0.03
3,0.675,0.63,0.47,0.5,-0.34,80.29,74.93,8.29,-0.94,0.24,0.04
3,0.7,0.63,0.47,0.5,-0.34,80.29,74.93,8.29,-0.94,0.24,0.04
3,0.725,0.63,0.47,0.5,-0.35,80.3,74.92,8.2,-0.95,0.25,0.02
3,0.75,0.63,0.47,0.5,-0.35,80.32,74.9,8.11,-0.94,0.27,0.02
3,0.775,0.63,0.47,0.5,-0.35,80.32,74.89,8.07,-0.93,0.24,0.02
3,0.8,0.63,0.48,0.5,-0.35,80.34,74.88,8.03,-0.93,0.26,0.02
3,0.825,0.63,0.48,0.5,-0.35,80.29,74.86,7.9,-0.92,0.25,0.03
3,0.85,0.63,0.48,0.49,-0.35,80.29,74.84,7.82,-0.93,0.24,0.03
3,0.875,0.63,0.48,0.49,-0.35,80.25,74.83,7.7,-0.93,0.26,0.03
3,0.9,0.63,0.48,0.49,-0.35,80.25,74.83,7.7,-0.92,0.26,0.02
3,0.925,0.63,0.48,0.49,-0.35,80.24,74.82,7.6,-0.92,0.26,0.02
3,0.95,0.63,0.48,0.49,-0.35,80.25,74.81,7.57,-0.92,0.26,0.02
3,0.975,0.63,0.48,0.49,-0.35,80.17,74.8,7.49,-0.93,0.25,0.03
3,1.0,0.63,0.48,0.49,-0.35,80.06,74.78,7.37,-0.92,0.27,0.03
3,1.025,0.63,0.48,0.49,-0.35,80.0,74.77,7.32,-0.93,0.24,0.02
3,1.05,0.63,0.48,0.49,-0.35,79.97,74.76,7.25,-0.92,0.25,0.02
3,1.075,0.63,0.48,0.49,-0.35,79.86,74.74,7.1,-0.97,0.23,-0.02
3,1.1,0.63,0.48,0.49,-0.35,79.3,74.75,6.56,-0.93,0.3,0.09
3,1.125,0.63,0.47,0.49,-0.35,77.9,74.73,5.42,-0.95,0.09,0.04
3,1.15,0.63,0.47,0.49,-0.35,77.9,74.73,5.42,-0.95,0.09,0.04
3,1.175,0.63,0.47,0.49,-0.35,76.2,74.51,3.66,-1.02,0.2,0.21
3,1.2,0.64,0.47,0.48,-0.35,73.09,74.0,0.26,-1.09,0.27,0.14
3,1.225,0.64,0.47,0.48,-0.36,69.19,73.62,356.57,-1.11,0.21,0.28
3,1.25,0.64,0.47,0.48,-0.36,69.19,73.62,356.57,-1.11,0.21,0.28
3,1.275,0.65,0.46,0.47,-0.36,63.97,73.07,351.98,-1.14,0.34,0.55
3,1.3,0.67,0.44,0.47,-0.36,58.02,72.32,347.34,-1.15,0.07,0.42
3,1.325,0.68,0.43,0.46,-0.36,52.23,71.15,342.07,-1.1,0.36,0.69
3,1.35,0.69,0.41,0.45,-0.37,45.24,69.91,336.28,-1.16,0.06,0.5
3,1.375,0.7,0.39,0.44,-0.37,38.36,68.27,330.62,-1.17,0.2,0.53
3,1.4,0.7,0.39,0.44,-0.37,38.36,68.27,330.62,-1.17,0.2,0.53
3,1.425,0.72,0.37,0.43,-0.38,30.98,66.22,324.65,-1.18,0.0,0.63
3,1.45,0.73,0.34,0.42,-0.39,23.91,63.55,318.98,-1.18,0.25,0.69
3,1.475,0.75,0.32,0.41,-0.4,19.41,61.46,315.38,-1.26,0.02,0.61
3,1.5,0.77,0.28,0.39,-0.41,11.24,56.69,309.42,-1.13,0.17,0.86
3,1.525,0.78,0.24,0.37,-0.42,5.77,52.67,305.78,-1.16,-0.1,0.73
3,1.55,0.79,0.22,0.36,-0.43,2.96,49.76,303.89,-1.13,0.02,0.64
3,1.575,0.8,0.18,0.33,-0.45,359.48,45.18,301.39,-1.0,0.02,0.8
3,1.6,0.8,0.18,0.33,-0.45,359.48,45.18,301.39,-1.0,0.02,0.8
3,1.625,0.81,0.15,0.31,-0.46,356.45,40.46,299.22,-0.91,-0.12,0.71
3,1.65,0.81,0.12,0.28,-0.48,354.72,35.46,297.68,-0.82,-0.02,0.88
3,1.675,0.82,0.09,0.25,-0.49,352.91,30.66,296.43,-0.79,-0.21,0.69
3,1.7,0.82,0.07,0.23,-0.5,352.23,27.27,295.73,-0.67,0.06,0.68
3,1.725,0.83,0.04,0.2,-0.51,351.42,22.18,294.86,-0.63,0.02,0.79
3,1.75,0.83,0.01,0.17,-0.52,350.58,17.23,294.19,-0.51,-0.22,0.61
