rep_id,timestamp,qw,qx,qy,qz,roll,pitch,yaw,ax,ay,az
4,0.0,0.1,0.71,-0.24,-0.7,96.3,62.41,265.12,-0.86,0.49,-0.01
4,0.025,0.1,0.71,-0.24,-0.7,96.31,62.43,265.13,-0.86,0.49,-0.01
4,0.05,0.1,0.71,-0.24,-0.7,96.31,62.45,265.11,-0.86,0.49,0.0
4,0.075,0.1,0.71,-0.24,-0.7,96.34,62.46,265.11,-0.85,0.49,0.0
4,0.1,0.1,0.71,-0.24,-0.7,96.37,62.47,265.13,-0.86,0.49,-0.01
4,0.125,0.1,0.71,-0.24,-0.7,96.39,62.47,265.13,-0.86,0.5,-0.01
4,0.15,0.1,0.71,-0.24,-0.7,96.42,62.47,265.13,-0.86,0.49,-0.01
4,0.175,0.1,0.71,-0.24,-0.7,96.45,62.47,265.11,-0.86,0.5,-0.01
4,0.2,0.1,0.71,-0.24,-0.7,96.51,62.47,265.12,-0.86,0.49,-0.02
4,0.225,0.1,0.71,-0.24,-0.7,96.51,62.47,265.12,-0.86,0.49,-0.02
4,0.25,0.1,0.71,-0.24,-0.7,96.54,62.48,265.07,-0.86,0.5,-0.0
4,0.275,0.1,0.71,-0.24,-0.7,96.55,62.5,265.04,-0.85,0.49,0.0
4,0.3,0.1,0.71,-0.24,-0.7,96.56,62.51,265.02,-0.85,0.49,-0.01
4,0.325,0.1,0.71,-0.24,-0.7,96.61,62.51,265.0,-0.86,0.49,-0.02
4,0.35,0.1,0.71,-0.24,-0.7,96.67,62.52,264.98,-0.86,0.5,-0.02
4,0.375,0.1,0.71,-0.24,-0.7,96.67,62.52,264.98,-0.86,0.5,-0.02
4,0.4,0.1,0.71,-0.25,-0.7,96.72,62.53,264.97,-0.86,0.48,-0.01
4,0.425,0.1,0.71,-0.25,-0.7,96.77,62.53,264.97,-0.86,0.49,-0.02
4,0.45,0.1,0.71,-0.25,-0.7,96.86,62.54,264.97,-0.86,0.49,-0.02
4,0.475,0.1,0.71,-0.25,-0.7,96.98,62.54,264.97,-0.86,0.49,-0.01
4,0.5,0.1,0.71,-0.25,-0.7,97.11,62.54,264.96,-0.86,0.49,-0.02
4,0.525,0.1,0.71,-0.25,-0.7,97.3,62.56,265.0,-0.88,0.5,-0.03
4,0.55,0.1,0.71,-0.25,-0.7,97.41,62.59,264.99,-0.86,0.49,-0.02
4,0.575,0.09,0.71,-0.25,-0.7,97.64,62.59,265.07,-0.86,0.47,-0.02
4,0.6,0.09,0.71,-0.25,-0.7,97.98,62.51,265.21,-0.84,0.5,-0.0
4,0.625,0.09,0.71,-0.25,-0.7,97.98,62.51,265.21,-0.84,0.5,-0.0
4,0.65,0.09,0.71,-0.25,-0.7,98.43,62.39,265.47,-0.85,0.5,-0.03
4,0.675,0.09,0.71,-0.26,-0.7,98.89,62.23,265.71,-0.85,0.52,-0.08
4,0.7,0.09,0.71,-0.26,-0.69,99.38,62.05,265.85,-0.81,0.55,-0.06
4,0.725,0.09,0.71,-0.26,-0.69,99.97,61.8,266.18,-0.84,0.52,-0.08
4,0.75,0.09,0.71,-0.26,-0.69,99.97,61.8,266.18,-0.84,0.52,-0.08
4,0.775,0.09,0.71,-0.27,-0.69,100.55,61.48,266.5,-0.87,0.53,-0.07
4,0.8,0.09,0.71,-0.27,-0.69,100.98,61.17,266.46,-0.79,0.61,-0.1
4,0.825,0.09,0.71,-0.28,-0.68,102.0,60.41,267.24,-0.84,0.63,-0.11
4,0.85,0.1,0.72,-0.28,-0.68,103.19,59.4,268.49,-0.86,0.63,-0.17
4,0.875,0.1,0.72,-0.28,-0.68,103.19,59.4,268.49,-0.86,0.63,-0.17
4,0.9,0.11,0.72,-0.29,-0.67,104.46,58.04,269.87,-0.85,0.68,-0.2
4,0.925,0.12,0.72,-0.3,-0.66,105.78,56.4,271.38,-0.81,0.72,-0.23
4,0.95,0.13,0.73,-0.3,-0.65,107.21,54.52,273.1,-0.79,0.72,-0.25
4,0.975,0.14,0.73,-0.31,-0.64,108.09,53.18,274.25,-0.77,0.7,-0.25
4,1.0,0.16,0.74,-0.32,-0.63,109.49,51.02,275.95,-0.77,0.74,-0.28
4,1.025,0.17,0.74,-0.33,-0.62,110.79,48.67,277.63,-0.76,0.75,-0.27
4,1.05,0.17,0.74,-0.33,-0.62,110.79,48.67,277.63,-0.75,0.75,-0.34
4,1.075,0.19,0.75,-0.34,-0.6,112.07,46.19,279.27,-0.75,0.75,-0.34
4,1.1,0.2,0.75,-0.35,-0.58,113.42,43.46,280.88,-0.74,0.83,-0.36
4,1.125,0.22,0.76,-0.36,-0.56,114.69,40.58,282.39,-0.7,0.8,-0.39
4,1.15,0.24,0.76,-0.37,-0.54,116.01,37.42,283.82,-0.66,0.87,-0.4
4,1.175,0.25,0.77,-0.39,-0.52,117.18,34.11,285.23,-0.61,0.87,-0.46
4,1.2,0.25,0.77,-0.39,-0.52,117.18,34.11,285.23,-0.58,0.9,-0.44
4,1.225,0.27,0.77,-0.4,-0.5,118.32,30.72,286.57,-0.58,0.9,-0.44
4,1.25,0.28,0.78,-0.41,-0.48,119.04,28.34,287.45,-0.55,0.93,-0.46
4,1.275,0.31,0.78,-0.43,-0.44,120.38,23.46,289.09,-0.51,0.93,-0.52
4,1.3,0.32,0.78,-0.43,-0.42,121.0,20.96,289.84,-0.46,0.93,-0.52
4,1.325,0.33,0.78,-0.45,-0.39,121.86,17.18,290.91,-0.4,0.92,-0.5
4,1.35,0.35,0.78,-0.46,-0.36,122.7,13.34,291.94,-0.34,0.93,-0.49
4,1.375,0.37,0.78,-0.47,-0.33,123.46,9.39,292.9,-0.31,0.96,-0.6
4,1.4,0.38,0.78,-0.48,-0.3,124.13,5.38,293.82,-0.2,0.98,-0.57
4,1.425,0.39,0.78,-0.49,-0.28,124.53,2.79,294.37,-0.15,0.97,-0.57
4,1.45,0.41,0.78,-0.5,-0.25,125.09,-1.17,295.18,-0.08,1.0,-0.59
4,1.475,0.41,0.78,-0.5,-0.25,125.09,-1.17,295.18,-0.08,1.0,-0.59
4,1.5,0.43,0.77,-0.51,-0.22,125.52,-5.17,295.93,-0.04,0.96,-0.54
4,1.525,0.44,0.77,-0.52,-0.18,125.99,-9.21,296.65,0.08,0.97,-0.55
4,1.55,0.45,0.76,-0.52,-0.16,126.21,-11.83,297.13,0.12,0.93,-0.55
4,1.575,0.46,0.76,-0.53,-0.13,126.57,-15.84,297.81,0.18,0.91,-0.58
4,1.6,0.47,0.75,-0.54,-0.11,126.88,-18.43,298.26,0.25,0.88,-0.53
4,1.625,0.48,0.74,-0.54,-0.07,127.27,-22.42,298.93,0.31,0.85,-0.55
4,1.65,0.49,0.73,-0.55,-0.04,127.74,-26.41,299.58,0.4,0.82,-0.51
4,1.675,0.5,0.73,-0.55,-0.02,128.05,-29.08,300.01,0.48,0.75,-0.49
4,1.7,0.5,0.73,-0.55,-0.02,128.05,-29.08,300.01,0.53,0.72,-0.48
4,1.725,0.51,0.71,-0.56,0.03,128.54,-34.45,300.95,0.53,0.72,-0.48
4,1.75,0.52,0.7,-0.56,0.06,129.0,-38.35,301.67,0.55,0.7,-0.37
4,1.775,0.53,0.69,-0.56,0.1,129.34,-42.15,302.45,0.57,0.63,-0.44
4,1.8,0.53,0.68,-0.56,0.13,129.73,-45.85,303.27,0.58,0.6,-0.42
