rep_id,timestamp,qw,qx,qy,qz,roll,pitch,yaw,ax,ay,az
3,0.0,0.13,0.71,-0.22,-0.7,93.74,62.77,266.41,-0.85,0.49,0.0
3,0.025,0.13,0.71,-0.22,-0.7,93.8,62.74,266.49,-0.86,0.49,-0.0
3,0.05,0.13,0.71,-0.22,-0.7,93.89,62.72,266.57,-0.85,0.49,0.0
3,0.075,0.13,0.71,-0.22,-0.7,93.99,62.71,266.61,-0.86,0.49,0.01
3,0.1,0.13,0.71,-0.22,-0.7,94.14,62.7,266.7,-0.87,0.5,0.02
3,0.125,0.13,0.71,-0.22,-0.7,94.14,62.7,266.7,-0.87,0.5,0.02
3,0.15,0.13,0.71,-0.22,-0.7,94.32,62.69,266.84,-0.86,0.49,0.01
3,0.175,0.13,0.71,-0.22,-0.7,94.43,62.68,266.93,-0.86,0.5,0.01
3,0.2,0.13,0.71,-0.22,-0.7,94.47,62.67,266.98,-0.86,0.51,0.02
3,0.225,0.13,0.71,-0.22,-0.7,94.5,62.67,267.06,-0.86,0.5,0.01
3,0.25,0.13,0.71,-0.22,-0.7,94.46,62.68,267.1,-0.86,0.48,0.0
3,0.275,0.13,0.71,-0.22,-0.7,94.46,62.68,267.1,-0.86,0.48,0.0
3,0.3,0.13,0.71,-0.22,-0.7,94.43,62.68,267.11,-0.86,0.49,0.01
3,0.325,0.13,0.71,-0.22,-0.7,94.42,62.67,267.18,-0.86,0.48,0.01
3,0.35,0.13,0.71,-0.22,-0.7,94.47,62.67,267.23,-0.86,0.49,0.01
3,0.375,0.13,0.71,-0.22,-0.7,94.51,62.65,267.27,-0.86,0.49,0.0
3,0.4,0.13,0.71,-0.22,-0.7,94.61,62.64,267.34,-0.86,0.49,0.01
3,0.425,0.13,0.71,-0.22,-0.7,94.61,62.64,267.34,-0.86,0.49,0.01
3,0.45,0.13,0.71,-0.22,-0.7,94.65,62.63,267.35,-0.86,0.49,0.01
3,0.475,0.13,0.71,-0.22,-0.7,94.71,62.63,267.38,-0.86,0.5,0.01
3,0.5,0.13,0.71,-0.22,-0.7,94.74,62.62,267.4,-0.86,0.5,0.0
3,0.525,0.13,0.71,-0.22,-0.7,94.72,62.63,267.35,-0.86,0.49,0.01
3,0.55,0.13,0.71,-0.22,-0.7,94.73,62.64,267.32,-0.86,0.49,0.02
3,0.575,0.13,0.71,-0.22,-0.7,94.79,62.63,267.28,-0.84,0.48,0.02
3,0.6,0.13,0.71,-0.22,-0.7,94.94,62.58,267.32,-0.83,0.47,0.02
3,0.625,0.12,0.71,-0.22,-0.7,95.34,62.49,267.46,-0.86,0.5,-0.02
3,0.65,0.12,0.71,-0.22,-0.7,95.34,62.49,267.46,-0.86,0.5,-0.02
3,0.675,0.12,0.71,-0.22,-0.7,95.58,62.44,267.46,-0.84,0.5,-0.04
3,0.7,0.12,0.71,-0.23,-0.7,95.82,62.42,267.32,-0.86,0.53,-0.08
3,0.725,0.12,0.71,-0.23,-0.7,96.1,62.34,267.05,-0.86,0.57,0.02
3,0.75,0.12,0.71,-0.23,-0.7,96.1,62.34,267.05,-0.86,0.57,0.02
3,0.775,0.11,0.71,-0.24,-0.7,97.27,62.1,267.48,-0.89,0.55,-0.08
3,0.8,0.11,0.71,-0.24,-0.69,98.6,61.6,268.17,-0.86,0.65,-0.15
3,0.825,0.12,0.72,-0.25,-0.69,100.08,60.64,269.13,-0.82,0.68,-0.14
3,0.85,0.12,0.72,-0.26,-0.68,101.8,59.28,270.43,-0.82,0.7,-0.16
3,0.875,0.13,0.72,-0.27,-0.67,103.71,57.55,271.96,-0.81,0.74,-0.21
3,0.9,0.14,0.73,-0.28,-0.66,104.98,56.17,273.09,-0.8,0.75,-0.22
3,0.925,0.14,0.73,-0.28,-0.66,104.98,56.17,273.09,-0.81,0.74,-0.28
3,0.95,0.15,0.73,-0.29,-0.65,106.77,53.97,274.83,-0.81,0.74,-0.28
3,0.975,0.16,0.74,-0.31,-0.63,108.52,51.42,276.68,-0.81,0.77,-0.3
3,1.0,0.18,0.74,-0.32,-0.62,110.12,48.59,278.5,-0.79,0.79,-0.36
3,1.025,0.19,0.75,-0.33,-0.6,111.17,46.53,279.7,-0.79,0.81,-0.36
3,1.05,0.21,0.75,-0.34,-0.58,112.67,43.18,281.5,-0.77,0.84,-0.35
3,1.075,0.23,0.76,-0.36,-0.56,114.1,39.67,283.2,-0.74,0.83,-0.38
3,1.1,0.25,0.76,-0.37,-0.53,115.58,35.87,284.85,-0.68,0.88,-0.43
3,1.125,0.26,0.77,-0.38,-0.52,116.53,33.29,285.86,-0.63,0.91,-0.43
3,1.15,0.28,0.77,-0.4,-0.49,117.86,29.39,287.24,-0.6,0.9,-0.48
3,1.175,0.3,0.78,-0.41,-0.47,118.79,26.69,288.11,-0.54,0.93,-0.47
3,1.2,0.31,0.78,-0.43,-0.44,120.15,22.52,289.34,-0.48,0.92,-0.5
3,1.225,0.33,0.78,-0.44,-0.4,121.51,18.32,290.47,-0.41,0.98,-0.52
3,1.25,0.33,0.78,-0.44,-0.4,121.51,18.32,290.47,-0.41,0.98,-0.52
3,1.275,0.35,0.78,-0.46,-0.37,122.78,14.04,291.54,-0.36,0.96,-0.52
3,1.3,0.36,0.78,-0.47,-0.34,123.9,9.66,292.54,-0.24,0.95,-0.55
3,1.325,0.38,0.78,-0.49,-0.3,124.94,5.3,293.45,-0.19,0.97,-0.62
3,1.35,0.39,0.78,-0.5,-0.28,125.55,2.34,294.04,-0.16,1.0,-0.59
3,1.375,0.41,0.78,-0.51,-0.24,126.22,-2.16,294.93,-0.12,0.93,-0.58
3,1.4,0.42,0.77,-0.52,-0.2,126.83,-6.67,295.79,-0.01,0.95,-0.53
3,1.425,0.44,0.77,-0.53,-0.17,127.21,-11.08,296.55,0.05,0.92,-0.59
3,1.45,0.45,0.76,-0.53,-0.14,127.39,-14.03,296.99,0.11,0.9,-0.63
3,1.475,0.46,0.75,-0.54,-0.11,128.06,-18.43,297.57,0.25,1.0,-0.64
3,1.5,0.46,0.75,-0.54,-0.11,128.06,-18.43,297.57,0.25,1.0,-0.64
3,1.525,0.48,0.74,-0.55,-0.07,128.5,-22.91,298.22,0.29,0.85,-0.61
3,1.55,0.48,0.74,-0.55,-0.04,128.89,-25.77,298.62,0.41,0.82,-0.54
3,1.575,0.49,0.73,-0.56,-0.0,129.65,-30.4,299.19,0.48,0.78,-0.5
3,1.6,0.5,0.71,-0.57,0.04,130.24,-34.92,299.77,0.52,0.74,-0.42
3,1.625,0.51,0.71,-0.57,0.06,130.54,-37.97,300.23,0.56,0.66,-0.48
3,1.65,0.52,0.69,-0.57,0.1,131.05,-42.51,300.98,0.57,0.65,-0.43
3,1.675,0.53,0.68,-0.57,0.14,131.3,-46.63,301.77,0.58,0.61,-0.47
3,1.7,0.53,0.66,-0.57,0.17,131.42,-50.68,302.64,0.58,0.53,-0.34
3,1.725,0.54,0.65,-0.57,0.2,131.51,-54.46,303.5,0.65,0.43,-0.3
3,1.75,0.54,0.65,-0.57,0.2,131.51,-54.46,303.5,0.65,0.43,-0.28
3,1.775,0.54,0.64,-0.57,0.23,131.64,-57.88,304.44,0.72,0.47,-0.28
3,1.8,0.55,0.63,-0.57,0.26,131.7,-61.08,305.44,0.77,0.44,-0.29
3,1.825,0.55,0.62,-0.56,0.29,131.96,-64.17,306.44,0.87,0.32,-0.11
3,1.85,0.55,0.61,-0.56,0.32,132.0,-67.1,307.62,0.88,0.33,-0.12
3,1.875,0.55,0.6,-0.55,0.34,131.59,-69.89,309.18,0.92,0.35,-0.11
3,1.9,0.55,0.6,-0.55,0.34,131.59,-69.89,309.18,0.92,0.35,-0.11
3,1.925,0.55,0.59,-0.55,0.36,130.55,-72.41,311.1,0.89,0.32,0.02
3,1.95,0.55,0.58,-0.54,0.38,128.8,-74.32,313.37,0.89,0.26,0.09
3,1.975,0.55,0.57,-0.54,0.38,127.42,-75.24,314.8,0.88,0.19,0.19
3,2.0,0.56,0.57,-0.54,0.39,126.0,-75.81,315.77,0.83,0.15,0.14
3,2.025,0.56,0.56,-0.55,0.38,125.93,-75.48,314.98,0.78,0.13,0.12
3,2.05,0.56,0.57,-0.55,0.37,127.02,-74.25,312.85,0.79,0.12,0.14
3,2.075,0.56,0.57,-0.56,0.35,127.82,-72.97,311.32,0.73,0.15,0.03
3,2.1,0.56,0.58,-0.56,0.33,129.2,-70.38,308.86,0.78,0.3,-0.02
3,2.125,0.56,0.59,-0.57,0.3,130.38,-67.15,306.65,0.76,0.29,-0.08
3,2.15,0.56,0.59,-0.57,0.3,130.38,-67.15,306.65,0.76,0.29,-0.08
3,2.175,0.55,0.6,-0.57,0.28,131.06,-64.68,305.47,0.77,0.42,-0.16
3,2.2,0.55,0.63,-0.57,0.24,131.67,-59.42,303.86,0.74,0.42,-0.26
3,2.225,0.54,0.64,-0.57,0.22,131.96,-56.62,303.19,0.73,0.56,-0.31
3,2.25,0.54,0.65,-0.57,0.2,132.04,-53.81,302.63,0.67,0.53,-0.35
3,2.275,0.53,0.67,-0.57,0.15,131.96,-47.98,301.71,0.63,0.61,-0.48
3,2.3,0.53,0.67,-0.57,0.15,131.96,-47.98,301.71,0.63,0.61,-0.48
3,2.325,0.53,0.67,-0.57,0.15,131.96,-47.98,301.71,0.63,0.61,-0.48
3,2.35,0.5,0.71,-0.57,0.05,131.21,-36.07,299.91,0.5,0.9,-0.48
3,2.375,0.49,0.73,-0.56,0.01,130.6,-31.77,299.31,0.44,0.7,-0.59
3,2.4,0.49,0.73,-0.56,0.01,130.6,-31.77,299.31,0.4,0.85,-0.41
3,2.425,0.48,0.74,-0.56,-0.02,130.22,-27.42,298.64,0.4,0.85,-0.41
3,2.45,0.47,0.75,-0.55,-0.06,129.64,-23.13,298.0,0.38,0.87,-0.62
3,2.475,0.46,0.75,-0.54,-0.1,129.04,-18.92,297.44,0.24,0.93,-0.75
3,2.5,0.45,0.76,-0.54,-0.13,128.53,-14.72,296.77,0.13,0.99,-0.76
3,2.525,0.43,0.77,-0.53,-0.17,127.8,-10.66,296.13,0.02,0.79,-0.6
3,2.55,0.42,0.77,-0.52,-0.2,127.54,-6.63,295.25,0.08,1.08,-0.66
3,2.575,0.42,0.77,-0.52,-0.2,127.54,-6.63,295.25,0.08,1.08,-0.66
3,2.6,0.4,0.78,-0.51,-0.23,126.94,-2.74,294.37,-0.02,0.9,-0.68
3,2.625,0.39,0.78,-0.51,-0.27,126.53,1.21,293.48,-0.1,1.05,-0.6
3,2.65,0.37,0.78,-0.5,-0.29,126.08,4.97,292.69,-0.22,0.93,-0.66
3,2.675,0.36,0.78,-0.49,-0.31,125.77,7.45,292.12,-0.31,0.98,-0.72
3,2.7,0.36,0.78,-0.49,-0.31,125.77,7.45,292.12,-0.31,0.98,-0.72
3,2.725,0.34,0.79,-0.48,-0.35,125.24,12.37,290.77,-0.34,0.97,-0.59
3,2.75,0.32,0.79,-0.47,-0.38,124.68,15.89,289.91,-0.37,0.9,-0.65
3,2.775,0.31,0.79,-0.46,-0.4,124.43,18.14,289.33,-0.39,0.97,-0.49
3,2.8,0.29,0.78,-0.45,-0.42,123.61,21.49,288.42,-0.39,0.84,-0.5
3,2.825,0.28,0.78,-0.44,-0.45,122.77,24.88,287.48,-0.54,0.95,-0.58
3,2.85,0.26,0.78,-0.43,-0.47,121.87,27.97,286.56,-0.58,0.84,-0.45
3,2.875,0.25,0.78,-0.42,-0.48,121.12,30.0,285.87,-0.6,0.81,-0.42
3,2.9,0.24,0.77,-0.41,-0.5,120.16,32.83,284.8,-0.63,0.86,-0.49
3,2.925,0.23,0.77,-0.4,-0.52,119.06,35.38,283.76,-0.67,0.88,-0.44
3,2.95,0.23,0.77,-0.4,-0.52,119.06,35.38,283.76,-0.67,0.88,-0.44
3,2.975,0.22,0.76,-0.39,-0.54,117.77,37.79,282.7,-0.64,0.84,-0.33
3,3.0,0.21,0.76,-0.38,-0.56,116.6,40.07,281.64,-0.64,0.82,-0.37
3,3.025,0.19,0.76,-0.37,-0.57,115.42,42.36,280.51,-0.66,0.79,-0.37
3,3.05,0.18,0.75,-0.36,-0.59,114.17,44.46,279.26,-0.67,0.77,-0.3
3,3.075,0.18,0.75,-0.35,-0.6,113.27,45.81,278.43,-0.73,0.74,-0.33
3,3.1,0.18,0.75,-0.35,-0.6,113.27,45.81,278.43,-0.73,0.74,-0.33
3,3.125,0.16,0.74,-0.34,-0.61,111.5,48.32,276.62,-0.77,0.76,-0.28
3,3.15,0.15,0.74,-0.33,-0.63,110.09,49.98,275.14,-0.75,0.72,-0.22
3,3.175,0.15,0.73,-0.33,-0.63,109.21,51.02,274.26,-0.76,0.65,-0.23
3,3.2,0.14,0.73,-0.32,-0.64,107.87,52.55,272.78,-0.79,0.72,-0.2
3,3.225,0.13,0.72,-0.32,-0.65,106.51,53.9,271.29,-0.78,0.68,-0.16
3,3.25,0.13,0.72,-0.31,-0.66,105.61,54.78,270.4,-0.79,0.62,-0.2
3,3.275,0.12,0.72,-0.3,-0.67,104.25,56.11,268.98,-0.81,0.62,-0.2
3,3.3,0.11,0.71,-0.3,-0.68,102.82,57.3,267.37,-0.81,0.64,-0.13
3,3.325,0.1,0.71,-0.29,-0.68,101.48,58.35,266.05,-0.84,0.56,-0.12
3,3.35,0.1,0.71,-0.29,-0.69,100.3,59.27,264.94,-0.85,0.55,-0.14
3,3.375,0.1,0.71,-0.29,-0.69,100.3,59.27,264.94,-0.85,0.55,-0.14
3,3.4,0.09,0.7,-0.28,-0.69,99.18,60.05,263.67,-0.83,0.62,-0.08
3,3.425,0.09,0.7,-0.28,-0.7,98.23,60.68,262.77,-0.82,0.56,-0.07
3,3.45,0.09,0.7,-0.28,-0.7,97.57,61.23,262.14,-0.83,0.53,-0.08
3,3.475,0.08,0.7,-0.27,-0.7,96.96,61.74,261.35,-0.84,0.57,-0.06
3,3.5,0.08,0.7,-0.27,-0.7,96.55,62.17,260.74,-0.85,0.54,-0.07
3,3.525,0.08,0.7,-0.27,-0.7,96.55,62.17,260.74,-0.85,0.54,-0.07
3,3.55,0.07,0.7,-0.27,-0.71,96.42,62.48,260.42,-0.84,0.54,-0.06
3,3.575,0.07,0.7,-0.27,-0.71,96.49,62.66,260.21,-0.84,0.56,-0.06
3,3.6,0.07,0.7,-0.27,-0.71,96.67,62.76,260.14,-0.83,0.52,-0.05
3,3.625,0.07,0.7,-0.27,-0.7,96.86,62.77,260.09,-0.84,0.54,-0.03
3,3.65,0.07,0.7,-0.27,-0.7,96.86,62.77,260.09,-0.84,0.54,-0.03
3,3.675,0.07,0.7,-0.28,-0.7,96.93,62.76,259.92,-0.84,0.54,-0.03
3,3.7,0.07,0.7,-0.28,-0.71,96.88,62.75,259.75,-0.85,0.53,-0.05
3,3.725,0.07,0.69,-0.28,-0.71,96.79,62.68,259.66,-0.85,0.52,-0.03
