rep_id,timestamp,qw,qx,qy,qz,roll,pitch,yaw,ax,ay,az
5,0.0,0.13,0.73,-0.3,-0.65,108.04,55.29,274.21,-0.79,0.61,-0.17
5,0.025,0.13,0.73,-0.3,-0.65,108.04,55.29,274.21,-0.79,0.61,-0.17
5,0.05,0.13,0.73,-0.3,-0.65,108.37,54.75,274.49,-0.74,0.61,-0.14
5,0.075,0.13,0.74,-0.3,-0.64,108.57,54.4,274.71,-0.76,0.56,-0.12
5,0.1,0.14,0.74,-0.3,-0.64,108.63,54.24,274.82,-0.79,0.56,-0.14
5,0.125,0.14,0.74,-0.3,-0.64,108.69,54.12,274.9,-0.81,0.56,-0.12
5,0.15,0.14,0.74,-0.3,-0.64,108.78,54.11,275.02,-0.81,0.57,-0.14
5,0.175,0.14,0.74,-0.3,-0.64,109.03,54.03,275.28,-0.85,0.61,-0.22
5,0.2,0.14,0.74,-0.3,-0.64,109.64,53.64,275.99,-0.81,0.59,-0.2
5,0.225,0.14,0.74,-0.31,-0.63,110.69,52.94,276.87,-0.79,0.65,-0.25
5,0.25,0.15,0.75,-0.32,-0.62,112.25,51.79,277.96,-0.77,0.78,-0.28
5,0.275,0.15,0.75,-0.32,-0.62,112.25,51.79,277.96,-0.77,0.78,-0.28
5,0.3,0.15,0.75,-0.33,-0.61,114.06,50.19,279.23,-0.74,0.75,-0.37
5,0.325,0.16,0.76,-0.34,-0.6,116.01,48.3,280.58,-0.78,0.77,-0.39
5,0.35,0.16,0.76,-0.35,-0.58,117.44,46.76,281.49,-0.79,0.77,-0.37
5,0.375,0.16,0.77,-0.36,-0.57,118.98,44.98,282.42,-0.73,0.83,-0.5
5,0.4,0.18,0.78,-0.39,-0.54,122.39,40.71,284.32,-0.72,0.88,-0.55
5,0.425,0.19,0.79,-0.41,-0.51,124.82,37.2,285.54,-0.59,0.9,-0.62
5,0.45,0.2,0.79,-0.43,-0.48,127.23,33.41,286.72,-0.58,0.89,-0.62
5,0.475,0.2,0.79,-0.43,-0.48,127.23,33.41,286.72,-0.54,0.91,-0.65
5,0.5,0.21,0.8,-0.44,-0.45,129.47,29.36,287.89,-0.54,0.91,-0.65
5,0.525,0.22,0.81,-0.46,-0.41,131.44,25.03,289.03,-0.52,0.87,-0.72
5,0.55,0.23,0.81,-0.47,-0.39,132.64,22.03,289.71,-0.46,0.89,-0.68
5,0.575,0.25,0.82,-0.49,-0.35,134.14,17.39,290.67,-0.36,0.91,-0.8
5,0.6,0.27,0.82,-0.5,-0.31,135.33,12.52,291.63,-0.28,0.91,-0.8
5,0.625,0.28,0.82,-0.51,-0.28,135.92,9.35,292.21,-0.24,0.86,-0.78
5,0.65,0.31,0.82,-0.52,-0.23,136.71,2.67,293.37,-0.11,0.87,-0.78
5,0.675,0.33,0.81,-0.53,-0.19,137.03,-2.35,294.19,-0.08,0.86,-0.83
5,0.7,0.33,0.81,-0.53,-0.19,137.03,-2.35,294.19,-0.08,0.86,-0.83
5,0.725,0.35,0.8,-0.54,-0.15,137.22,-7.41,295.06,-0.08,0.87,-0.85
5,0.75,0.38,0.8,-0.55,-0.11,137.37,-12.36,295.91,-0.01,0.8,-0.67
5,0.775,0.4,0.79,-0.55,-0.07,137.44,-17.36,296.68,0.1,0.7,-0.69
5,0.8,0.41,0.78,-0.56,-0.03,137.65,-22.18,297.33,0.21,0.72,-0.8
5,0.825,0.41,0.78,-0.56,-0.03,137.65,-22.18,297.33,0.21,0.7,-0.59
5,0.85,0.43,0.77,-0.56,0.01,137.99,-26.96,297.93,0.21,0.7,-0.59
5,0.875,0.44,0.75,-0.57,0.04,138.3,-31.45,298.48,0.27,0.66,-0.55
5,0.9,0.45,0.75,-0.57,0.07,138.53,-34.33,298.84,0.33,0.65,-0.53
5,0.925,0.46,0.74,-0.57,0.1,138.85,-38.43,299.41,0.39,0.61,-0.52
5,0.95,0.47,0.72,-0.57,0.13,139.02,-42.25,300.03,0.48,0.53,-0.31
5,0.975,0.48,0.71,-0.57,0.16,139.07,-45.74,300.7,0.53,0.54,-0.32
5,1.0,0.49,0.7,-0.57,0.19,139.0,-48.72,301.27,0.63,0.48,-0.41
5,1.025,0.49,0.69,-0.57,0.21,138.98,-51.37,301.81,0.69,0.35,-0.23
5,1.05,0.49,0.69,-0.57,0.21,138.98,-51.37,301.81,0.69,0.35,-0.23
5,1.075,0.5,0.68,-0.56,0.23,138.97,-53.54,302.24,0.78,0.38,-0.18
5,1.1,0.5,0.68,-0.56,0.24,138.81,-55.29,302.61,0.82,0.34,-0.18
5,1.125,0.51,0.67,-0.56,0.25,138.45,-56.6,302.87,0.82,0.28,-0.11
5,1.15,0.51,0.66,-0.56,0.25,138.06,-57.21,302.87,0.83,0.3,-0.06
5,1.175,0.51,0.66,-0.56,0.25,138.06,-57.21,302.87,0.83,0.3,-0.06
5,1.2,0.51,0.66,-0.57,0.25,137.59,-56.96,302.72,0.77,0.29,-0.13
5,1.225,0.51,0.66,-0.57,0.24,136.99,-55.88,302.48,0.73,0.3,-0.11
5,1.25,0.51,0.67,-0.57,0.22,136.43,-54.0,302.04,0.69,0.29,-0.2
5,1.275,0.51,0.68,-0.57,0.19,135.99,-51.44,301.47,0.67,0.36,-0.26
5,1.3,0.51,0.68,-0.57,0.18,135.77,-49.41,301.08,0.64,0.47,-0.33
5,1.325,0.5,0.69,-0.57,0.15,135.3,-46.24,300.62,0.57,0.53,-0.42
5,1.35,0.5,0.71,-0.57,0.12,134.93,-42.58,300.21,0.58,0.65,-0.47
5,1.375,0.49,0.72,-0.57,0.09,134.32,-38.87,299.96,0.53,0.61,-0.54
5,1.4,0.48,0.73,-0.57,0.05,133.85,-34.87,299.69,0.48,0.7,-0.54
5,1.425,0.48,0.73,-0.57,0.05,133.85,-34.87,299.69,0.48,0.7,-0.54
5,1.45,0.47,0.74,-0.56,0.02,133.2,-30.79,299.39,0.36,0.76,-0.62
5,1.475,0.47,0.75,-0.56,-0.01,132.73,-28.01,299.19,0.36,0.74,-0.61
5,1.5,0.46,0.76,-0.55,-0.04,132.11,-23.87,298.85,0.34,0.82,-0.57
5,1.525,0.45,0.76,-0.54,-0.07,131.59,-21.01,298.61,0.26,0.87,-0.73
5,1.55,0.44,0.77,-0.53,-0.11,130.45,-15.32,298.03,0.12,0.93,-0.71
5,1.575,0.43,0.78,-0.53,-0.14,129.85,-12.46,297.7,0.12,0.88,-0.71
5,1.6,0.42,0.78,-0.52,-0.16,129.3,-9.59,297.38,0.05,0.93,-0.78
5,1.625,0.4,0.79,-0.51,-0.21,128.09,-3.95,296.58,-0.09,0.99,-0.62
5,1.65,0.4,0.79,-0.51,-0.21,128.09,-3.95,296.58,-0.09,0.99,-0.62
5,1.675,0.39,0.79,-0.49,-0.25,127.15,0.22,295.94,-0.14,0.98,-0.59
5,1.7,0.38,0.79,-0.48,-0.28,126.43,4.27,295.26,-0.27,1.07,-0.78
5,1.725,0.36,0.8,-0.47,-0.31,125.72,8.37,294.57,-0.36,0.9,-0.57
5,1.75,0.35,0.8,-0.46,-0.34,125.08,12.28,293.76,-0.28,0.95,-0.66
5,1.775,0.33,0.8,-0.45,-0.36,124.67,14.88,293.13,-0.4,0.94,-0.63
5,1.8,0.31,0.79,-0.44,-0.4,123.57,19.78,291.76,-0.38,0.88,-0.55
5,1.825,0.31,0.79,-0.44,-0.4,123.57,19.78,291.76,-0.38,0.88,-0.55
5,1.85,0.29,0.79,-0.43,-0.43,122.85,23.43,290.62,-0.53,0.96,-0.62
5,1.875,0.28,0.79,-0.42,-0.45,122.36,25.74,289.86,-0.62,0.92,-0.51
5,1.9,0.27,0.79,-0.41,-0.47,121.52,29.06,288.68,-0.58,0.85,-0.44
5,1.925,0.25,0.78,-0.4,-0.49,120.77,32.38,287.48,-0.63,0.91,-0.44
5,1.95,0.23,0.78,-0.39,-0.51,119.9,35.38,286.37,-0.7,0.87,-0.41
5,1.975,0.22,0.78,-0.38,-0.53,119.2,37.36,285.54,-0.64,0.79,-0.42
5,2.0,0.21,0.77,-0.37,-0.55,118.13,40.21,284.29,-0.67,0.81,-0.4
5,2.025,0.19,0.77,-0.36,-0.57,116.88,42.83,282.99,-0.74,0.77,-0.32
5,2.05,0.19,0.77,-0.36,-0.57,116.88,42.83,282.99,-0.76,0.75,-0.28
5,2.075,0.18,0.76,-0.35,-0.58,115.42,45.18,281.62,-0.76,0.75,-0.34
5,2.1,0.18,0.76,-0.34,-0.59,114.44,46.75,280.64,-0.72,0.75,-0.34
5,2.125,0.16,0.75,-0.33,-0.61,112.85,48.98,279.13,-0.77,0.75,-0.28
5,2.15,0.16,0.74,-0.32,-0.62,110.95,51.03,277.57,-0.77,0.66,-0.2
5,2.175,0.15,0.74,-0.31,-0.64,109.1,53.12,275.85,-0.77,0.66,-0.22
5,2.2,0.14,0.73,-0.3,-0.65,107.23,55.01,274.1,-0.84,0.67,-0.21
5,2.225,0.13,0.73,-0.29,-0.66,105.46,56.57,272.56,-0.84,0.65,-0.16
5,2.25,0.13,0.73,-0.29,-0.66,105.46,56.57,272.56,-0.84,0.65,-0.16
5,2.275,0.12,0.72,-0.28,-0.67,103.83,58.01,271.1,-0.85,0.56,-0.19
5,2.3,0.11,0.72,-0.27,-0.68,102.44,59.23,269.62,-0.84,0.61,-0.12
5,2.325,0.11,0.72,-0.27,-0.68,101.3,60.26,268.33,-0.83,0.61,-0.12
5,2.35,0.1,0.71,-0.26,-0.69,100.78,60.83,267.65,-0.83,0.59,-0.14
5,2.375,0.1,0.71,-0.26,-0.69,100.27,61.5,266.73,-0.81,0.57,-0.14
5,2.4,0.09,0.71,-0.26,-0.69,99.94,62.0,265.74,-0.79,0.57,-0.1
5,2.425,0.08,0.71,-0.27,-0.69,99.91,62.33,264.82,-0.82,0.54,-0.12
